Log_ID,Timestamp,Equipment_ID,Equipment_Type,Location,Operator_Shift_Hours,Payload_Weight_lbs,Reported_Incident,Is_Violation,Violation_Type,Expected_Section
LOG-1594,2026-04-03 14:42,TER-95,Terminal Tractor,Intermodal Ramp,10.1,18043,Gantry hoist operated with the periodic inspection more than a year overdue,1,crane_inspection,1910.179
LOG-1595,2026-04-02 09:10,FOR-77,Forklift,Intermodal Ramp,10.9,44398,Platform guardrail measured at forty-two inches and found compliant,0,None,None
LOG-1596,2026-04-02 09:20,TER-59,Terminal Tractor,Container Stack Row C,9.5,32030,No exception noted,0,None,None
LOG-1597,2026-03-31 07:45,FOR-80,Forklift,Loading Dock 2,8.1,23837,No exception noted,0,None,None
LOG-1598,2026-03-31 17:48,YAR-12,Yard Hostler,Intermodal Ramp,6.4,58773,No exception noted,0,None,None
LOG-1599,2026-04-01 23:51,FOR-79,Forklift,Bay 2,8.2,24963,Hours-of-duty record filed and certified at tour end,0,None,None
LOG-1600,2026-03-31 18:00,YAR-11,Yard Hostler,Maintenance Track,11.8,27950,Damaged ladder tagged out of service and removed from the area,0,None,None
LOG-1601,2026-03-31 18:06,FOR-46,Forklift,Intermodal Ramp,9.7,50419,No exception noted,0,None,None
LOG-1602,2026-04-04 02:28,CON-77,Container Handler,Main Pedestrian Crosswalk,11.1,58569,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1603,2026-04-01 04:21,GAN-55,Gantry Crane,Main Pedestrian Crosswalk,9.1,27081,No exception noted,0,None,None
LOG-1604,2026-04-04 02:56,REA-48,Reach Stacker,Bay 1,9.7,42180,No exception noted,0,None,None
LOG-1605,2026-04-04 13:15,GAN-98,Gantry Crane,Loading Dock 2,10.0,18852,No exception noted,0,None,None
LOG-1606,2026-04-02 00:54,FOR-60,Forklift,Intermodal Ramp,11.3,44967,No exception noted,0,None,None
LOG-1607,2026-04-01 14:56,YAR-97,Yard Hostler,Container Stack Row C,8.2,26275,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1608,2026-03-31 18:48,FOR-68,Forklift,High-Voltage Line B,7.8,58819,No exception noted,0,None,None
LOG-1609,2026-04-03 07:48,YAR-62,Yard Hostler,Bay 1,11.6,41559,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1610,2026-03-31 08:50,GAN-89,Gantry Crane,Bay 2,10.3,29875,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1611,2026-03-30 02:22,GAN-24,Gantry Crane,Intermodal Ramp,10.6,62405,Lift planned with the boom kept outside the approach boundary,0,None,None
LOG-1612,2026-04-02 22:12,CON-67,Container Handler,Bay 2,11.6,35882,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1613,2026-04-04 05:02,CON-38,Container Handler,Wheel Shop,11.9,39045,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1614,2026-03-31 19:24,GAN-25,Gantry Crane,Rail Siding 3,9.4,57568,Stair treads and handrail inspected and found sound,0,None,None
LOG-1615,2026-04-02 22:45,GAN-33,Gantry Crane,Bay 1,6.3,54197,Gantry hoist operated with the periodic inspection more than a year overdue,1,crane_inspection,1910.179
LOG-1616,2026-03-30 02:32,REA-69,Reach Stacker,Bay 4,8.4,51209,Container transferred and seals verified against the manifest,0,None,None
LOG-1617,2026-04-03 19:41,TER-16,Terminal Tractor,Bay 2,10.0,18052,No exception noted,0,None,None
LOG-1618,2026-04-04 06:12,FOR-94,Forklift,Loading Dock 2,11.1,48570,Fluid release contained with absorbent and the route barricaded until dry,0,None,None
LOG-1619,2026-04-01 06:13,CON-82,Container Handler,Bay 1,9.0,11995,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1620,2026-03-30 13:00,REA-24,Reach Stacker,Bay 4,7.7,64374,Worker on the container roof tied off to a rated anchor,0,None,None
LOG-1621,2026-04-04 17:15,GAN-72,Gantry Crane,Maintenance Track,10.9,32717,Container transferred and seals verified against the manifest,0,None,None
LOG-1622,2026-04-03 20:46,CON-79,Container Handler,Main Pedestrian Crosswalk,10.8,23000,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1623,2026-03-31 20:18,REA-65,Reach Stacker,Loading Dock 2,6.4,28352,Portable ladder with a cracked side rail used to reach the container roof,1,ladder,1910.23
LOG-1624,2026-03-30 02:48,GAN-92,Gantry Crane,Intermodal Ramp,7.9,37757,Dockboard secured with anchor pins and checked before the lift,0,None,None
LOG-1625,2026-04-02 03:45,GAN-71,Gantry Crane,Maintenance Track,8.6,34783,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1626,2026-04-01 17:28,TER-92,Terminal Tractor,Main Pedestrian Crosswalk,8.1,24705,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1627,2026-03-30 23:48,CON-36,Container Handler,Wheel Shop,7.5,52371,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1628,2026-04-03 22:04,CON-53,Container Handler,Bay 4,6.4,56197,No exception noted,0,None,None
LOG-1629,2026-03-30 23:56,GAN-29,Gantry Crane,Container Stack Row C,8.8,49646,No exception noted,0,None,None
LOG-1630,2026-03-31 00:00,GAN-51,Gantry Crane,High-Voltage Line B,10.7,50722,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1631,2026-03-31 21:06,TER-88,Terminal Tractor,Container Stack Row C,11.0,25260,Container transferred and seals verified against the manifest,0,None,None
LOG-1632,2026-04-03 01:52,REA-58,Reach Stacker,Bay 1,8.4,32701,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1633,2026-03-31 21:18,YAR-50,Yard Hostler,Bay 1,11.9,49601,Container transferred and seals verified against the manifest,0,None,None
LOG-1634,2026-03-30 03:08,YAR-55,Yard Hostler,Intermodal Ramp,10.1,34846,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1635,2026-04-03 23:35,YAR-27,Yard Hostler,Bay 4,10.5,48236,No exception noted,0,None,None
LOG-1636,2026-04-03 13:12,CON-68,Container Handler,Wheel Shop,8.5,11957,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1637,2026-04-02 05:33,REA-82,Reach Stacker,Bay 1,11.3,40061,No exception noted,0,None,None
LOG-1638,2026-03-31 21:48,FOR-35,Forklift,Wheel Shop,7.1,24468,Container transferred and seals verified against the manifest,0,None,None
LOG-1639,2026-04-04 00:27,TER-78,Terminal Tractor,Intermodal Ramp,10.5,39910,Container transferred and seals verified against the manifest,0,None,None
LOG-1640,2026-04-02 16:40,CON-11,Container Handler,Wheel Shop,8.1,46777,No exception noted,0,None,None
LOG-1641,2026-03-30 03:22,YAR-24,Yard Hostler,Container Stack Row C,6.5,13935,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1642,2026-03-30 03:24,YAR-51,Yard Hostler,High-Voltage Line B,10.6,22961,No exception noted,0,None,None
LOG-1643,2026-04-02 06:27,GAN-52,Gantry Crane,Bay 2,9.7,37434,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1644,2026-04-04 23:00,TER-67,Terminal Tractor,Bay 4,9.9,13841,Ladder inspected before use with all rungs intact,0,None,None
LOG-1645,2026-04-03 15:00,REA-57,Reach Stacker,Intermodal Ramp,12.0,10892,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1646,2026-03-30 14:18,YAR-75,Yard Hostler,Main Pedestrian Crosswalk,11.1,44240,No exception noted,0,None,None
LOG-1647,2026-03-31 11:55,GAN-74,Gantry Crane,Bay 4,10.3,41496,Container transferred and seals verified against the manifest,0,None,None
LOG-1648,2026-04-02 07:12,FOR-12,Forklift,Container Stack Row C,7.1,20144,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1649,2026-03-30 03:38,YAR-24,Yard Hostler,Bay 1,8.8,61399,No exception noted,0,None,None
LOG-1650,2026-04-01 09:50,TER-52,Terminal Tractor,Intermodal Ramp,7.1,17282,No exception noted,0,None,None
LOG-1651,2026-04-05 00:45,FOR-80,Forklift,Intermodal Ramp,7.5,13875,No exception noted,0,None,None
LOG-1652,2026-04-01 10:04,CON-93,Container Handler,Container Stack Row C,8.9,15497,No exception noted,0,None,None
LOG-1653,2026-04-03 05:43,REA-12,Reach Stacker,High-Voltage Line B,9.0,41410,Insulating gloves and face protection worn for the energised task,0,None,None
LOG-1654,2026-04-01 21:12,FOR-53,Forklift,Container Stack Row C,6.1,44090,Lift truck removed from service and tagged pending repair,0,None,None
LOG-1655,2026-04-02 08:15,GAN-94,Gantry Crane,Maintenance Track,6.6,61401,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1656,2026-04-04 04:08,CON-19,Container Handler,Main Pedestrian Crosswalk,8.5,46936,Container transferred and seals verified against the manifest,0,None,None
LOG-1657,2026-04-04 15:18,CON-40,Container Handler,Main Pedestrian Crosswalk,11.1,11647,Container transferred and seals verified against the manifest,0,None,None
LOG-1658,2026-04-02 19:40,TER-14,Terminal Tractor,Maintenance Track,8.3,60626,No exception noted,0,None,None
LOG-1659,2026-04-04 04:47,YAR-23,Yard Hostler,Bay 4,8.4,60224,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1660,2026-03-30 15:00,FOR-57,Forklift,Bay 1,9.8,63288,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1661,2026-04-01 00:06,FOR-69,Forklift,Main Pedestrian Crosswalk,11.7,14599,Container transferred and seals verified against the manifest,0,None,None
LOG-1662,2026-04-04 05:26,REA-29,Reach Stacker,Maintenance Track,11.9,46219,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1663,2026-04-03 18:36,GAN-30,Gantry Crane,High-Voltage Line B,7.2,48548,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1664,2026-04-01 11:28,FOR-23,Forklift,Bay 4,12.0,37130,No exception noted,0,None,None
LOG-1665,2026-04-01 00:30,FOR-58,Forklift,Bay 1,7.8,26895,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1666,2026-04-03 19:12,GAN-50,Gantry Crane,Intermodal Ramp,7.8,29157,No exception noted,0,None,None
LOG-1667,2026-04-01 11:49,YAR-88,Yard Hostler,Loading Dock 2,8.4,39206,No exception noted,0,None,None
LOG-1668,2026-03-30 15:24,FOR-22,Forklift,Maintenance Track,11.4,55730,Container transferred and seals verified against the manifest,0,None,None
LOG-1669,2026-04-01 23:12,FOR-26,Forklift,Main Pedestrian Crosswalk,11.7,51904,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1670,2026-04-05 05:30,YAR-58,Yard Hostler,Maintenance Track,14.7,26319,Covered switch employee continued yard moves past scheduled relief,1,duty_limit,21103
LOG-1671,2026-03-30 04:22,TER-43,Terminal Tractor,Container Stack Row C,9.9,54678,No exception noted,0,None,None
LOG-1672,2026-04-02 10:48,GAN-13,Gantry Crane,Rail Siding 3,7.5,53091,No exception noted,0,None,None
LOG-1673,2026-04-01 23:44,FOR-55,Forklift,Container Stack Row C,9.3,60622,Container transferred and seals verified against the manifest,0,None,None
LOG-1674,2026-04-01 01:24,GAN-97,Gantry Crane,Loading Dock 2,7.2,15825,Platform guardrail measured at twenty-eight inches above the walking level,1,guardrail,1910.29
LOG-1675,2026-03-30 04:30,FOR-52,Forklift,Rail Siding 3,7.3,22546,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1676,2026-04-04 08:28,YAR-12,Yard Hostler,Rail Siding 3,7.6,37004,Fixed ladder to the ramp platform in use with two rungs missing,1,ladder,1910.23
LOG-1677,2026-04-03 21:24,CON-14,Container Handler,Main Pedestrian Crosswalk,10.5,21825,Sling used with a crushed eye fitting and no legible capacity tag,1,sling,1910.184
LOG-1678,2026-03-31 03:12,TER-52,Terminal Tractor,Bay 1,11.8,10764,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1679,2026-04-05 07:45,GAN-59,Gantry Crane,Intermodal Ramp,9.5,21252,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1680,2026-04-02 00:40,GAN-95,Gantry Crane,Rail Siding 3,8.6,46835,Container transferred and seals verified against the manifest,0,None,None
LOG-1681,2026-04-03 22:12,CON-13,Container Handler,Intermodal Ramp,7.8,15051,No exception noted,0,None,None
LOG-1682,2026-04-02 12:18,FOR-64,Forklift,Bay 2,9.0,27084,Sling used with a crushed eye fitting and no legible capacity tag,1,sling,1910.184
LOG-1683,2026-03-30 16:09,YAR-92,Yard Hostler,Loading Dock 2,10.0,16011,No exception noted,0,None,None
LOG-1684,2026-04-03 22:48,REA-74,Reach Stacker,Maintenance Track,7.5,25461,No exception noted,0,None,None
LOG-1685,2026-03-30 16:15,FOR-79,Forklift,Bay 4,10.5,49940,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1686,2026-03-31 15:10,CON-80,Container Handler,Bay 4,11.1,62247,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1687,2026-04-03 23:24,TER-22,Terminal Tractor,Container Stack Row C,7.5,53075,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1688,2026-03-30 16:24,REA-70,Reach Stacker,Main Pedestrian Crosswalk,9.7,36312,Elevated platform rail installed well below the required height,1,guardrail,1910.29
LOG-1689,2026-04-02 01:52,REA-49,Reach Stacker,Maintenance Track,9.9,32844,No exception noted,0,None,None
LOG-1690,2026-04-05 10:30,REA-84,Reach Stacker,Bay 2,6.3,12294,Dockboard placed without anchors and moved during transit into the boxcar,1,dockboard,1910.26
LOG-1691,2026-04-05 10:45,REA-88,Reach Stacker,Main Pedestrian Crosswalk,9.2,36561,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1692,2026-04-04 23:28,CON-84,Container Handler,Intermodal Ramp,9.3,47383,Fixed ladder to the ramp platform in use with two rungs missing,1,ladder,1910.23
LOG-1693,2026-03-31 04:12,GAN-97,Gantry Crane,Bay 1,10.1,49614,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1694,2026-03-31 04:16,CON-98,Container Handler,Intermodal Ramp,10.8,10818,Gantry inspection current and the limit switch function-tested,0,None,None
LOG-1695,2026-04-01 03:30,TER-27,Terminal Tractor,Loading Dock 2,9.3,20931,No exception noted,0,None,None
LOG-1696,2026-04-03 02:00,FOR-87,Forklift,Rail Siding 3,6.8,19609,Mast raised inside the approach boundary of a live overhead line,1,approach_distance,1910.333
LOG-1697,2026-04-02 14:33,CON-13,Container Handler,Bay 1,7.6,49258,Gantry inspection current and the limit switch function-tested,0,None,None
LOG-1698,2026-03-31 16:10,CON-16,Container Handler,Bay 1,11.2,55502,Palletised freight left obstructing the designated traffic aisle,1,aisle_obstruction,1910.176
LOG-1699,2026-04-05 01:06,CON-45,Container Handler,Wheel Shop,11.0,24749,No exception noted,0,None,None
LOG-1700,2026-04-03 14:20,FOR-55,Forklift,Container Stack Row C,10.4,26913,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1701,2026-04-03 02:50,YAR-49,Yard Hostler,Loading Dock 2,10.9,46609,Container transferred and seals verified against the manifest,0,None,None
LOG-1702,2026-04-01 15:54,FOR-18,Forklift,Bay 4,9.9,16334,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1703,2026-03-31 04:52,YAR-94,Yard Hostler,Loading Dock 2,11.2,30467,No exception noted,0,None,None
LOG-1704,2026-04-03 03:20,FOR-57,Forklift,Loading Dock 2,11.6,18577,No exception noted,0,None,None
LOG-1705,2026-04-02 04:00,REA-51,Reach Stacker,Container Stack Row C,10.7,12335,Open-sided stairway to the ramp office missing its handrail,1,stairway,1910.25
LOG-1706,2026-03-30 05:32,FOR-75,Forklift,Intermodal Ramp,10.7,20804,Dockboard anchored and its rated capacity posted before transit,0,None,None
LOG-1707,2026-03-30 17:21,YAR-75,Yard Hostler,Rail Siding 3,6.9,34276,Damaged ladder tagged out of service and removed from the area,0,None,None
LOG-1708,2026-04-05 15:00,YAR-53,Yard Hostler,Rail Siding 3,7.3,11291,No exception noted,0,None,None
LOG-1709,2026-03-31 05:16,TER-87,Terminal Tractor,Bay 2,9.2,33641,Container transferred and seals verified against the manifest,0,None,None
LOG-1710,2026-03-30 05:40,FOR-63,Forklift,Intermodal Ramp,8.7,18056,Fluid release contained with absorbent and the route barricaded until dry,0,None,None
LOG-1711,2026-03-30 05:42,REA-99,Reach Stacker,Rail Siding 3,7.7,13520,Mast raised inside the approach boundary of a live overhead line,1,approach_distance,1910.333
LOG-1712,2026-04-03 04:40,FOR-97,Forklift,Main Pedestrian Crosswalk,10.1,51313,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1713,2026-03-30 17:39,CON-80,Container Handler,Bay 4,11.2,26590,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1714,2026-04-04 04:48,GAN-44,Gantry Crane,Container Stack Row C,12.0,46807,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1715,2026-04-01 05:30,CON-32,Container Handler,Bay 4,6.9,51851,Container transferred and seals verified against the manifest,0,None,None
LOG-1716,2026-04-02 05:28,CON-69,Container Handler,Bay 1,8.5,24656,No exception noted,0,None,None
LOG-1717,2026-04-05 17:15,YAR-58,Yard Hostler,Bay 2,11.5,41375,No exception noted,0,None,None
LOG-1718,2026-04-02 17:42,TER-56,Terminal Tractor,Rail Siding 3,7.8,40811,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1719,2026-04-05 05:46,CON-72,Container Handler,Bay 4,6.2,26326,No exception noted,0,None,None
LOG-1720,2026-03-30 06:00,TER-31,Terminal Tractor,Container Stack Row C,10.1,19237,No exception noted,0,None,None
LOG-1721,2026-04-01 06:06,YAR-63,Yard Hostler,Maintenance Track,14.2,32728,Freight train employee remained in covered service through relief delay,1,duty_limit,21103
LOG-1722,2026-03-30 18:06,YAR-22,Yard Hostler,Wheel Shop,10.5,23328,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1723,2026-04-04 18:39,GAN-73,Gantry Crane,High-Voltage Line B,9.7,16733,No exception noted,0,None,None
LOG-1724,2026-04-02 06:32,REA-97,Reach Stacker,Maintenance Track,10.5,36578,No hours-of-duty entry filed for the completed assignment,1,duty_records,228.11
LOG-1725,2026-04-04 07:00,TER-16,Terminal Tractor,Container Stack Row C,9.5,60585,No exception noted,0,None,None
LOG-1726,2026-03-30 18:18,REA-15,Reach Stacker,Bay 4,10.0,40472,No exception noted,0,None,None
LOG-1727,2026-04-05 07:38,REA-27,Reach Stacker,Maintenance Track,6.3,25173,No exception noted,0,None,None
LOG-1728,2026-04-02 19:12,GAN-20,Gantry Crane,Wheel Shop,6.0,61843,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1729,2026-03-31 06:36,TER-99,Terminal Tractor,Bay 1,7.5,52478,No exception noted,0,None,None
LOG-1730,2026-04-04 08:00,REA-76,Reach Stacker,Wheel Shop,7.8,33217,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1731,2026-04-03 20:01,YAR-58,Yard Hostler,Intermodal Ramp,10.5,33374,No exception noted,0,None,None
LOG-1732,2026-04-01 19:24,TER-99,Terminal Tractor,Intermodal Ramp,10.3,53490,No exception noted,0,None,None
LOG-1733,2026-04-04 20:49,YAR-56,Yard Hostler,Maintenance Track,10.1,56524,Multi-piece rim assembly inflated outside any restraining device,1,rim_wheel,1910.177
LOG-1734,2026-03-31 06:56,YAR-63,Yard Hostler,Wheel Shop,11.8,12998,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1735,2026-04-01 07:30,TER-63,Terminal Tractor,Maintenance Track,7.8,55862,Container transferred and seals verified against the manifest,0,None,None
LOG-1736,2026-03-31 19:20,YAR-50,Yard Hostler,Bay 2,11.1,14187,No exception noted,0,None,None
LOG-1737,2026-04-03 08:50,FOR-71,Forklift,Wheel Shop,10.9,20124,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1738,2026-04-05 10:12,REA-58,Reach Stacker,Bay 2,7.9,54870,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1739,2026-04-04 09:48,REA-36,Reach Stacker,Bay 2,11.2,45447,No exception noted,0,None,None
LOG-1740,2026-04-05 23:00,REA-37,Reach Stacker,Bay 4,11.2,53483,Container transferred and seals verified against the manifest,0,None,None
LOG-1741,2026-04-01 08:06,REA-86,Reach Stacker,Rail Siding 3,8.6,61584,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1742,2026-04-04 22:46,FOR-57,Forklift,Maintenance Track,6.7,43890,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1743,2026-04-02 09:04,YAR-93,Yard Hostler,High-Voltage Line B,9.5,17432,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1744,2026-03-31 20:00,YAR-45,Yard Hostler,Bay 2,10.5,43476,Container transferred and seals verified against the manifest,0,None,None
LOG-1745,2026-04-06 00:15,YAR-91,Yard Hostler,Bay 1,11.9,29810,No exception noted,0,None,None
LOG-1746,2026-03-31 20:10,TER-19,Terminal Tractor,High-Voltage Line B,10.1,47340,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1747,2026-04-01 21:09,YAR-45,Yard Hostler,Bay 2,11.8,10958,No exception noted,0,None,None
LOG-1748,2026-04-01 08:48,FOR-19,Forklift,Loading Dock 2,7.6,24676,No exception noted,0,None,None
LOG-1749,2026-04-01 21:23,FOR-49,Forklift,Container Stack Row C,8.1,32467,No exception noted,0,None,None
LOG-1750,2026-04-06 01:30,REA-47,Reach Stacker,Maintenance Track,10.7,45013,Rim wheel serviced without deflating and without a restraining cage,1,rim_wheel,1910.177
LOG-1751,2026-04-03 23:41,CON-90,Container Handler,Container Stack Row C,11.3,17598,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1752,2026-03-30 07:04,YAR-10,Yard Hostler,High-Voltage Line B,11.0,46342,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1753,2026-03-30 19:39,YAR-87,Yard Hostler,Maintenance Track,7.5,55965,Container transferred and seals verified against the manifest,0,None,None
LOG-1754,2026-03-30 19:42,CON-42,Container Handler,Loading Dock 2,7.5,19840,Dockboard placed without anchors and moved during transit into the boxcar,1,dockboard,1910.26
LOG-1755,2026-04-05 14:10,YAR-74,Yard Hostler,Container Stack Row C,12.7,24303,Freight train employee remained in covered service through relief delay,1,duty_limit,21103
LOG-1756,2026-04-06 03:00,REA-90,Reach Stacker,Container Stack Row C,7.5,24565,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1757,2026-03-30 07:14,GAN-89,Gantry Crane,Container Stack Row C,7.6,17844,No exception noted,0,None,None
LOG-1758,2026-04-02 23:42,FOR-12,Forklift,Main Pedestrian Crosswalk,7.9,26306,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1759,2026-03-30 07:18,CON-55,Container Handler,Bay 2,11.8,48557,Portable ladder with a cracked side rail used to reach the container roof,1,ladder,1910.23
LOG-1760,2026-04-02 11:20,CON-65,Container Handler,Container Stack Row C,10.0,24176,No exception noted,0,None,None
LOG-1761,2026-03-31 08:44,REA-19,Reach Stacker,Loading Dock 2,10.9,31101,No exception noted,0,None,None
LOG-1762,2026-04-05 15:48,REA-23,Reach Stacker,Intermodal Ramp,11.9,18084,No exception noted,0,None,None
LOG-1763,2026-03-30 20:09,GAN-35,Gantry Crane,Wheel Shop,7.3,26675,Junction box cover missing and live conductors reachable from the aisle,1,live_parts,1910.303
LOG-1764,2026-04-01 10:24,FOR-40,Forklift,Loading Dock 2,6.9,63156,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1765,2026-04-05 16:30,REA-83,Reach Stacker,Container Stack Row C,7.0,56395,Hours-of-duty record filed and certified at tour end,0,None,None
LOG-1766,2026-04-03 13:40,FOR-64,Forklift,Container Stack Row C,9.9,50291,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1767,2026-04-03 01:03,GAN-17,Gantry Crane,High-Voltage Line B,10.5,52392,No exception noted,0,None,None
LOG-1768,2026-03-30 07:36,TER-66,Terminal Tractor,Intermodal Ramp,9.4,57552,Gantry hoist operated with the periodic inspection more than a year overdue,1,crane_inspection,1910.179
LOG-1769,2026-03-30 20:27,REA-24,Reach Stacker,Container Stack Row C,11.6,11667,No exception noted,0,None,None
LOG-1770,2026-03-30 07:40,FOR-61,Forklift,Intermodal Ramp,9.0,52776,Container transferred and seals verified against the manifest,0,None,None
LOG-1771,2026-03-31 22:15,YAR-66,Yard Hostler,Container Stack Row C,7.9,37074,No exception noted,0,None,None
LOG-1772,2026-04-06 07:00,FOR-98,Forklift,Intermodal Ramp,10.0,47755,Edge work performed from an aerial lift with the harness attached,0,None,None
LOG-1773,2026-04-05 18:22,REA-35,Reach Stacker,Loading Dock 2,11.7,41400,No exception noted,0,None,None
LOG-1774,2026-04-05 18:36,TER-67,Terminal Tractor,Bay 2,6.3,44174,No exception noted,0,None,None
LOG-1775,2026-03-31 22:35,GAN-99,Gantry Crane,Wheel Shop,8.1,49008,No exception noted,0,None,None
LOG-1776,2026-04-04 04:16,GAN-15,Gantry Crane,Main Pedestrian Crosswalk,8.0,53121,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1777,2026-04-01 11:42,CON-15,Container Handler,Bay 1,10.3,34029,Overhead crane run with the upper limit switch known inoperative,1,crane_inspection,1910.179
LOG-1778,2026-03-31 09:52,YAR-69,Yard Hostler,Rail Siding 3,6.3,48178,Routine load imbalance alarm cleared after twistlock engagement,0,None,None
LOG-1779,2026-04-06 08:45,FOR-99,Forklift,Container Stack Row C,8.7,42353,Cargo stacked with a three-foot overhang blocking the marked aisle,1,aisle_obstruction,1910.176
LOG-1780,2026-04-04 05:00,REA-32,Reach Stacker,Loading Dock 2,7.9,34215,Container transferred and seals verified against the manifest,0,None,None
LOG-1781,2026-03-31 23:05,FOR-99,Forklift,Bay 1,8.2,41241,No exception noted,0,None,None
LOG-1782,2026-04-04 05:22,YAR-10,Yard Hostler,Bay 1,7.4,22964,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1783,2026-04-04 18:36,FOR-28,Forklift,Bay 4,7.8,51037,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1784,2026-03-31 10:16,FOR-79,Forklift,Bay 4,10.3,47465,No exception noted,0,None,None
LOG-1785,2026-04-03 03:45,YAR-88,Yard Hostler,Bay 4,11.6,16360,Tyre pressure indicator illuminated and reinflated at the air station,0,None,None
LOG-1786,2026-03-30 21:18,CON-16,Container Handler,Container Stack Row C,7.0,62679,No exception noted,0,None,None
LOG-1787,2026-03-30 08:14,YAR-79,Yard Hostler,Loading Dock 2,14.3,16583,Freight train employee remained in covered service through relief delay,1,duty_limit,21103
LOG-1788,2026-04-05 08:44,YAR-71,Yard Hostler,Intermodal Ramp,6.3,20988,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1789,2026-03-30 08:18,YAR-30,Yard Hostler,Intermodal Ramp,9.0,47811,Stair treads and handrail inspected and found sound,0,None,None
LOG-1790,2026-03-30 21:30,CON-75,Container Handler,Rail Siding 3,8.9,18845,No exception noted,0,None,None
LOG-1791,2026-04-05 09:23,GAN-97,Gantry Crane,Bay 2,11.4,16940,Scheduled sensor calibration completed on the spreader,0,None,None
LOG-1792,2026-03-30 21:36,REA-44,Reach Stacker,Container Stack Row C,9.6,10539,No exception noted,0,None,None
LOG-1793,2026-04-04 20:36,FOR-73,Forklift,Intermodal Ramp,12.0,53564,Container transferred and seals verified against the manifest,0,None,None
LOG-1794,2026-04-03 05:06,YAR-32,Yard Hostler,Bay 4,8.2,21848,Stairway handrail confirmed secure during the walk-through,0,None,None
